Mã phiếu,Loại phiếu,Mã loại,Phiếu lời giải,Phiếu hướng dẫn ôn chắc,Tiêu đề,Phần thi,Môn tự chọn,Chuyên đề,Giai đoạn,Cấp độ,Số câu,Thời gian (phút),Ngưỡng hoàn thành,Ngưỡng thành thạo,Điểm KN,Phiếu tiên quyết,Chặng 1,Chặng 1 (số câu),Chặng 2,Chặng 2 (số câu),Chặng 3,Chặng 3 (số câu),Mã câu hỏi,Mục tiêu,Đạt khi
PL-VAN-RHE-L6-007,Phiếu dạng bài & đọc vị,DB,LG-VAN-RHE-L6-007,HD-VAN-RHE,Phiếu dạng bài & đọc vị · Biện pháp tu từ & phong cách · Cấp 6,Văn,,Biện pháp tu từ & phong cách,3,6,15,17,70%,85%,220,PL-VAN-RHE-L6-006,Chặng 1 — Dấu hiệu nhận biết,4,Chặng 2 — Phân loại dạng,7,Chặng 3 — Dạng lai & dễ nhầm,4,v.p2.5 | v.voc.1 | v.gra.1 | v.lit.2 | v.p1.4 | v.p2.3 | v.log.2 | v.rhe.2 | v.p1.2 | v.p1.3 | v.p1.5 | v.rhe.1 | v.p1.1 | v.p2.1 | v.lit.1,Rèn phản xạ nhìn đề là biết dạng. Đây là mắt xích bị bỏ qua nhiều nhất: người học biết cách giải nhưng không nhận ra khi nào thì dùng cách nào. Tốc độ và độ chính xác của nhóm dẫn đầu phổ điểm.,Đọc xong đề trong 10 giây là nói được đây là dạng gì và sẽ đi theo hướng nào.
PL-VAN-RHE-L6-008,Phiếu kỹ năng & phương pháp,KN,LG-VAN-RHE-L6-008,HD-VAN-RHE,Phiếu kỹ năng & phương pháp · Biện pháp tu từ & phong cách · Cấp 6,Văn,,Biện pháp tu từ & phong cách,3,6,15,15,70%,85%,242,PL-VAN-RHE-L6-007,Chặng 1 — Quy trình chuẩn,4,Chặng 2 — Luyện thành thạo,7,Chặng 3 — Rút gọn thao tác,4,v.gra.1 | v.lit.2 | v.lit.1 | v.p1.4 | v.rhe.2 | v.p1.2 | v.p1.3 | v.p1.5 | v.p2.2 | v.p2.4 | v.voc.2 | v.voc.1 | v.p2.3 | v.p2.5 | v.log.2,"Chuẩn hóa quy trình giải: đi đúng thứ tự bước, không bỏ bước, và rút gọn được thao tác thừa. Tốc độ và độ chính xác của nhóm dẫn đầu phổ điểm.",Làm được trong thời gian mục tiêu mà không phải nghĩ xem bước tiếp theo là gì.
PL-VAN-RHE-L6-009,Phiếu thi,PT,LG-VAN-RHE-L6-009,HD-VAN-RHE,Phiếu thi · Biện pháp tu từ & phong cách · Cấp 6,Văn,,Biện pháp tu từ & phong cách,3,6,15,13,70%,90%,396,PL-VAN-RHE-L6-008,Chặng 1 — Phần dễ ăn điểm,4,Chặng 2 — Phần lõi,7,Chặng 3 — Phần phân loại,4,v.p1.4 | v.p2.3 | v.p2.5 | v.log.2 | v.voc.2 | v.voc.3 | v.gra.2 | v.gra.3 | v.lit.3 | v.lit.4 | v.log.1 | v.p1.3 | v.p1.5 | v.p2.2 | v.p2.4,"Bài kiểm tra chốt chuyên đề ở cấp độ này, làm trong điều kiện thời gian như phòng thi. Tốc độ và độ chính xác của nhóm dẫn đầu phổ điểm.","Đạt 90% trong đúng thời gian quy định, không cần đến phút bù."
PL-VAN-LOG-L1-001,Phiếu lý thuyết,LT,LG-VAN-LOG-L1-001,HD-VAN-LOG,Phiếu lý thuyết · Suy luận ngôn ngữ & liên kết ý · Cấp 1,Văn,,Suy luận ngôn ngữ & liên kết ý,1,1,8,10,70%,85%,32,,Chặng 1 — Khái niệm,2,Chặng 2 — Công thức,4,Chặng 3 — Điều kiện & ngoại lệ,2,v.lit.1 | v.p1.1 | v.gra.1 | v.rhe.1 | v.lit.2 | v.log.1 | v.p1.5 | v.p2.2,"Kiểm tra và chốt lại phần nền: định nghĩa, công thức, điều kiện áp dụng. Không phải để làm khó, mà để không còn chỗ hổng nào ở tầng dưới cùng. Nhận diện dạng bài và nhớ lại công thức nền.",Viết lại được công thức và nêu được điều kiện áp dụng mà không cần nhìn tài liệu.
PL-VAN-LOG-L1-002,Phiếu dạng bài & đọc vị,DB,LG-VAN-LOG-L1-002,HD-VAN-LOG,Phiếu dạng bài & đọc vị · Suy luận ngôn ngữ & liên kết ý · Cấp 1,Văn,,Suy luận ngôn ngữ & liên kết ý,1,1,8,9,70%,85%,40,PL-VAN-LOG-L1-001,Chặng 1 — Dấu hiệu nhận biết,2,Chặng 2 — Phân loại dạng,4,Chặng 3 — Dạng lai & dễ nhầm,2,v.voc.1 | v.gra.1 | v.log.1 | v.p1.2 | v.p1.3 | v.p1.5 | v.voc.3 | v.gra.2,Rèn phản xạ nhìn đề là biết dạng. Đây là mắt xích bị bỏ qua nhiều nhất: người học biết cách giải nhưng không nhận ra khi nào thì dùng cách nào. Nhận diện dạng bài và nhớ lại công thức nền.,Đọc xong đề trong 10 giây là nói được đây là dạng gì và sẽ đi theo hướng nào.
PL-VAN-LOG-L1-003,Phiếu kỹ năng & phương pháp,KN,LG-VAN-LOG-L1-003,HD-VAN-LOG,Phiếu kỹ năng & phương pháp · Suy luận ngôn ngữ & liên kết ý · Cấp 1,Văn,,Suy luận ngôn ngữ & liên kết ý,1,1,8,8,70%,85%,44,PL-VAN-LOG-L1-002,Chặng 1 — Quy trình chuẩn,2,Chặng 2 — Luyện thành thạo,4,Chặng 3 — Rút gọn thao tác,2,v.lit.2 | v.log.1 | v.p2.2 | v.p2.4 | v.voc.2 | v.voc.3 | v.p1.4 | v.p2.1,"Chuẩn hóa quy trình giải: đi đúng thứ tự bước, không bỏ bước, và rút gọn được thao tác thừa. Nhận diện dạng bài và nhớ lại công thức nền.",Làm được trong thời gian mục tiêu mà không phải nghĩ xem bước tiếp theo là gì.
PL-VAN-LOG-L1-004,Phiếu luyện nâng cao,NC,LG-VAN-LOG-L1-004,HD-VAN-LOG,Phiếu luyện nâng cao · Suy luận ngôn ngữ & liên kết ý · Cấp 1,Văn,,Suy luận ngôn ngữ & liên kết ý,1,1,8,8,70%,88%,56,PL-VAN-LOG-L1-003,Chặng 1 — Khởi động,2,Chặng 2 — Nhiều bước,4,Chặng 3 — Câu phân loại,2,v.p1.5 | v.p2.2 | v.log.2 | v.p1.1 | v.p1.4 | v.p2.1 | v.voc.1 | v.gra.1,"Xử lý câu nhiều bước, có bẫy và có yếu tố phân loại — nhóm câu quyết định khoảng cách giữa điểm khá và điểm dẫn đầu. Nhận diện dạng bài và nhớ lại công thức nền.","Nhận ra bẫy trước khi mắc, thay vì nhận ra sau khi xem đáp án."
PL-VAN-LOG-L1-005,Phiếu ôn thi,OT,LG-VAN-LOG-L1-005,HD-VAN-LOG,Phiếu ôn thi · Suy luận ngôn ngữ & liên kết ý · Cấp 1,Văn,,Suy luận ngôn ngữ & liên kết ý,1,1,8,8,70%,85%,48,PL-VAN-LOG-L1-004,Chặng 1 — Rà kiến thức,2,Chặng 2 — Trộn dạng,4,Chặng 3 — Mô phỏng đề,2,v.p2.4 | v.voc.2 | v.rhe.2 | v.lit.1 | v.lit.3 | v.lit.4 | v.rhe.1 | v.lit.2,"Trộn mọi dạng của chuyên đề theo đúng phân bố của đề thật, để kiểm tra phản xạ nhận diện khi không biết trước dạng bài. Nhận diện dạng bài và nhớ lại công thức nền.","Kết quả ở phiếu ôn thi không thấp hơn phiếu kỹ năng — nghĩa là bạn nhận dạng được, không chỉ giải được."
PL-VAN-LOG-L1-006,Phiếu lý thuyết,LT,LG-VAN-LOG-L1-006,HD-VAN-LOG,Phiếu lý thuyết · Suy luận ngôn ngữ & liên kết ý · Cấp 1,Văn,,Suy luận ngôn ngữ & liên kết ý,1,1,8,10,70%,85%,32,PL-VAN-LOG-L1-005,Chặng 1 — Khái niệm,2,Chặng 2 — Công thức,4,Chặng 3 — Điều kiện & ngoại lệ,2,v.gra.2 | v.gra.3 | v.lit.4 | v.log.2 | v.p1.4 | v.p2.3 | v.p2.1 | v.voc.1,"Kiểm tra và chốt lại phần nền: định nghĩa, công thức, điều kiện áp dụng. Không phải để làm khó, mà để không còn chỗ hổng nào ở tầng dưới cùng. Nhận diện dạng bài và nhớ lại công thức nền.",Viết lại được công thức và nêu được điều kiện áp dụng mà không cần nhìn tài liệu.
PL-VAN-LOG-L1-007,Phiếu dạng bài & đọc vị,DB,LG-VAN-LOG-L1-007,HD-VAN-LOG,Phiếu dạng bài & đọc vị · Suy luận ngôn ngữ & liên kết ý · Cấp 1,Văn,,Suy luận ngôn ngữ & liên kết ý,1,1,8,9,70%,85%,40,PL-VAN-LOG-L1-006,Chặng 1 — Dấu hiệu nhận biết,2,Chặng 2 — Phân loại dạng,4,Chặng 3 — Dạng lai & dễ nhầm,2,v.lit.3 | v.lit.4 | v.p2.3 | v.p2.5 | v.lit.1 | v.p1.1 | v.lit.2 | v.log.1,Rèn phản xạ nhìn đề là biết dạng. Đây là mắt xích bị bỏ qua nhiều nhất: người học biết cách giải nhưng không nhận ra khi nào thì dùng cách nào. Nhận diện dạng bài và nhớ lại công thức nền.,Đọc xong đề trong 10 giây là nói được đây là dạng gì và sẽ đi theo hướng nào.
PL-VAN-LOG-L1-008,Phiếu kỹ năng & phương pháp,KN,LG-VAN-LOG-L1-008,HD-VAN-LOG,Phiếu kỹ năng & phương pháp · Suy luận ngôn ngữ & liên kết ý · Cấp 1,Văn,,Suy luận ngôn ngữ & liên kết ý,1,1,8,8,70%,85%,44,PL-VAN-LOG-L1-007,Chặng 1 — Quy trình chuẩn,2,Chặng 2 — Luyện thành thạo,4,Chặng 3 — Rút gọn thao tác,2,v.p1.4 | v.p2.3 | v.p2.1 | v.voc.1 | v.gra.1 | v.rhe.1 | v.voc.3 | v.gra.2,"Chuẩn hóa quy trình giải: đi đúng thứ tự bước, không bỏ bước, và rút gọn được thao tác thừa. Nhận diện dạng bài và nhớ lại công thức nền.",Làm được trong thời gian mục tiêu mà không phải nghĩ xem bước tiếp theo là gì.
PL-VAN-LOG-L1-009,Phiếu luyện nâng cao,NC,LG-VAN-LOG-L1-009,HD-VAN-LOG,Phiếu luyện nâng cao · Suy luận ngôn ngữ & liên kết ý · Cấp 1,Văn,,Suy luận ngôn ngữ & liên kết ý,1,1,8,8,70%,88%,56,PL-VAN-LOG-L1-008,Chặng 1 — Khởi động,2,Chặng 2 — Nhiều bước,4,Chặng 3 — Câu phân loại,2,v.p1.1 | v.p2.1 | v.p2.2 | v.p2.4 | v.voc.2 | v.voc.3 | v.rhe.2 | v.lit.3,"Xử lý câu nhiều bước, có bẫy và có yếu tố phân loại — nhóm câu quyết định khoảng cách giữa điểm khá và điểm dẫn đầu. Nhận diện dạng bài và nhớ lại công thức nền.","Nhận ra bẫy trước khi mắc, thay vì nhận ra sau khi xem đáp án."
PL-VAN-LOG-L1-010,Phiếu ôn thi,OT,LG-VAN-LOG-L1-010,HD-VAN-LOG,Phiếu ôn thi · Suy luận ngôn ngữ & liên kết ý · Cấp 1,Văn,,Suy luận ngôn ngữ & liên kết ý,1,1,8,8,70%,85%,48,PL-VAN-LOG-L1-009,Chặng 1 — Rà kiến thức,2,Chặng 2 — Trộn dạng,4,Chặng 3 — Mô phỏng đề,2,v.voc.1 | v.gra.1 | v.p1.5 | v.p2.2 | v.p2.4 | v.voc.2 | v.p2.3 | v.p2.5,"Trộn mọi dạng của chuyên đề theo đúng phân bố của đề thật, để kiểm tra phản xạ nhận diện khi không biết trước dạng bài. Nhận diện dạng bài và nhớ lại công thức nền.","Kết quả ở phiếu ôn thi không thấp hơn phiếu kỹ năng — nghĩa là bạn nhận dạng được, không chỉ giải được."
PL-VAN-LOG-L1-011,Phiếu thi,PT,LG-VAN-LOG-L1-011,HD-VAN-LOG,Phiếu thi · Suy luận ngôn ngữ & liên kết ý · Cấp 1,Văn,,Suy luận ngôn ngữ & liên kết ý,1,1,8,7,70%,90%,72,PL-VAN-LOG-L1-010,Chặng 1 — Phần dễ ăn điểm,2,Chặng 2 — Phần lõi,4,Chặng 3 — Phần phân loại,2,v.log.1 | v.p1.2 | v.lit.4 | v.log.2 | v.p1.1 | v.p1.4 | v.lit.2 | v.lit.1,"Bài kiểm tra chốt chuyên đề ở cấp độ này, làm trong điều kiện thời gian như phòng thi. Nhận diện dạng bài và nhớ lại công thức nền.","Đạt 90% trong đúng thời gian quy định, không cần đến phút bù."
PL-VAN-LOG-L2-001,Phiếu lý thuyết,LT,LG-VAN-LOG-L2-001,HD-VAN-LOG,Phiếu lý thuyết · Suy luận ngôn ngữ & liên kết ý · Cấp 2,Văn,,Suy luận ngôn ngữ & liên kết ý,1,2,10,15,70%,85%,48,PL-VAN-LOG-L1-011,Chặng 1 — Khái niệm,3,Chặng 2 — Công thức,5,Chặng 3 — Điều kiện & ngoại lệ,2,v.lit.1 | v.p1.1 | v.p2.1 | v.rhe.1 | v.lit.2 | v.log.1 | v.p1.2 | v.p1.3 | v.p2.4 | v.voc.2,"Kiểm tra và chốt lại phần nền: định nghĩa, công thức, điều kiện áp dụng. Không phải để làm khó, mà để không còn chỗ hổng nào ở tầng dưới cùng. Làm đúng dạng chuẩn mà không cần nhìn gợi ý.",Viết lại được công thức và nêu được điều kiện áp dụng mà không cần nhìn tài liệu.
PL-VAN-LOG-L2-002,Phiếu dạng bài & đọc vị,DB,LG-VAN-LOG-L2-002,HD-VAN-LOG,Phiếu dạng bài & đọc vị · Suy luận ngôn ngữ & liên kết ý · Cấp 2,Văn,,Suy luận ngôn ngữ & liên kết ý,1,2,10,13,70%,85%,60,PL-VAN-LOG-L2-001,Chặng 1 — Dấu hiệu nhận biết,3,Chặng 2 — Phân loại dạng,5,Chặng 3 — Dạng lai & dễ nhầm,2,v.voc.1 | v.gra.1 | v.rhe.1 | v.p1.2 | v.p1.3 | v.p1.5 | v.p2.2 | v.p2.4 | v.gra.3 | v.rhe.2,Rèn phản xạ nhìn đề là biết dạng. Đây là mắt xích bị bỏ qua nhiều nhất: người học biết cách giải nhưng không nhận ra khi nào thì dùng cách nào. Làm đúng dạng chuẩn mà không cần nhìn gợi ý.,Đọc xong đề trong 10 giây là nói được đây là dạng gì và sẽ đi theo hướng nào.
PL-VAN-LOG-L2-003,Phiếu kỹ năng & phương pháp,KN,LG-VAN-LOG-L2-003,HD-VAN-LOG,Phiếu kỹ năng & phương pháp · Suy luận ngôn ngữ & liên kết ý · Cấp 2,Văn,,Suy luận ngôn ngữ & liên kết ý,1,2,10,12,70%,85%,66,PL-VAN-LOG-L2-002,Chặng 1 — Quy trình chuẩn,3,Chặng 2 — Luyện thành thạo,5,Chặng 3 — Rút gọn thao tác,2,v.lit.2 | v.log.1 | v.p1.2 | v.p2.4 | v.voc.2 | v.voc.3 | v.gra.2 | v.gra.3 | v.p2.3 | v.p2.5,"Chuẩn hóa quy trình giải: đi đúng thứ tự bước, không bỏ bước, và rút gọn được thao tác thừa. Làm đúng dạng chuẩn mà không cần nhìn gợi ý.",Làm được trong thời gian mục tiêu mà không phải nghĩ xem bước tiếp theo là gì.
PL-VAN-LOG-L2-004,Phiếu luyện nâng cao,NC,LG-VAN-LOG-L2-004,HD-VAN-LOG,Phiếu luyện nâng cao · Suy luận ngôn ngữ & liên kết ý · Cấp 2,Văn,,Suy luận ngôn ngữ & liên kết ý,1,2,10,12,70%,88%,84,PL-VAN-LOG-L2-003,Chặng 1 — Khởi động,3,Chặng 2 — Nhiều bước,5,Chặng 3 — Câu phân loại,2,v.p1.5 | v.p2.2 | v.p2.4 | v.p1.1 | v.p1.4 | v.p2.1 | v.p2.3 | v.p2.5 | v.rhe.1 | v.lit.2,"Xử lý câu nhiều bước, có bẫy và có yếu tố phân loại — nhóm câu quyết định khoảng cách giữa điểm khá và điểm dẫn đầu. Làm đúng dạng chuẩn mà không cần nhìn gợi ý.","Nhận ra bẫy trước khi mắc, thay vì nhận ra sau khi xem đáp án."
PL-VAN-LOG-L2-005,Phiếu ôn thi,OT,LG-VAN-LOG-L2-005,HD-VAN-LOG,Phiếu ôn thi · Suy luận ngôn ngữ & liên kết ý · Cấp 2,Văn,,Suy luận ngôn ngữ & liên kết ý,1,2,10,11,70%,85%,72,PL-VAN-LOG-L2-004,Chặng 1 — Rà kiến thức,3,Chặng 2 — Trộn dạng,5,Chặng 3 — Mô phỏng đề,2,v.p2.4 | v.voc.2 | v.voc.3 | v.lit.1 | v.lit.3 | v.lit.4 | v.log.2 | v.p1.4 | v.log.1 | v.p1.2,"Trộn mọi dạng của chuyên đề theo đúng phân bố của đề thật, để kiểm tra phản xạ nhận diện khi không biết trước dạng bài. Làm đúng dạng chuẩn mà không cần nhìn gợi ý.","Kết quả ở phiếu ôn thi không thấp hơn phiếu kỹ năng — nghĩa là bạn nhận dạng được, không chỉ giải được."
PL-VAN-LOG-L2-006,Phiếu lý thuyết,LT,LG-VAN-LOG-L2-006,HD-VAN-LOG,Phiếu lý thuyết · Suy luận ngôn ngữ & liên kết ý · Cấp 2,Văn,,Suy luận ngôn ngữ & liên kết ý,1,2,10,15,70%,85%,48,PL-VAN-LOG-L2-005,Chặng 1 — Khái niệm,3,Chặng 2 — Công thức,5,Chặng 3 — Điều kiện & ngoại lệ,2,v.gra.2 | v.gra.3 | v.rhe.2 | v.log.2 | v.p1.4 | v.p2.3 | v.p2.5 | v.lit.1 | v.gra.1 | v.rhe.1,"Kiểm tra và chốt lại phần nền: định nghĩa, công thức, điều kiện áp dụng. Không phải để làm khó, mà để không còn chỗ hổng nào ở tầng dưới cùng. Làm đúng dạng chuẩn mà không cần nhìn gợi ý.",Viết lại được công thức và nêu được điều kiện áp dụng mà không cần nhìn tài liệu.
PL-VAN-LOG-L2-007,Phiếu dạng bài & đọc vị,DB,LG-VAN-LOG-L2-007,HD-VAN-LOG,Phiếu dạng bài & đọc vị · Suy luận ngôn ngữ & liên kết ý · Cấp 2,Văn,,Suy luận ngôn ngữ & liên kết ý,1,2,10,13,70%,85%,60,PL-VAN-LOG-L2-006,Chặng 1 — Dấu hiệu nhận biết,3,Chặng 2 — Phân loại dạng,5,Chặng 3 — Dạng lai & dễ nhầm,2,v.lit.3 | v.lit.4 | v.log.2 | v.p2.5 | v.lit.1 | v.p1.1 | v.p2.1 | v.voc.1 | v.p1.5 | v.p2.2,Rèn phản xạ nhìn đề là biết dạng. Đây là mắt xích bị bỏ qua nhiều nhất: người học biết cách giải nhưng không nhận ra khi nào thì dùng cách nào. Làm đúng dạng chuẩn mà không cần nhìn gợi ý.,Đọc xong đề trong 10 giây là nói được đây là dạng gì và sẽ đi theo hướng nào.
PL-VAN-LOG-L2-008,Phiếu kỹ năng & phương pháp,KN,LG-VAN-LOG-L2-008,HD-VAN-LOG,Phiếu kỹ năng & phương pháp · Suy luận ngôn ngữ & liên kết ý · Cấp 2,Văn,,Suy luận ngôn ngữ & liên kết ý,1,2,10,12,70%,85%,66,PL-VAN-LOG-L2-007,Chặng 1 — Quy trình chuẩn,3,Chặng 2 — Luyện thành thạo,5,Chặng 3 — Rút gọn thao tác,2,v.p1.4 | v.p2.3 | v.p2.5 | v.voc.1 | v.gra.1 | v.rhe.1 | v.lit.2 | v.log.1 | v.rhe.2 | v.lit.3,"Chuẩn hóa quy trình giải: đi đúng thứ tự bước, không bỏ bước, và rút gọn được thao tác thừa. Làm đúng dạng chuẩn mà không cần nhìn gợi ý.",Làm được trong thời gian mục tiêu mà không phải nghĩ xem bước tiếp theo là gì.
PL-VAN-LOG-L2-009,Phiếu luyện nâng cao,NC,LG-VAN-LOG-L2-009,HD-VAN-LOG,Phiếu luyện nâng cao · Suy luận ngôn ngữ & liên kết ý · Cấp 2,Văn,,Suy luận ngôn ngữ & liên kết ý,1,2,10,12,70%,88%,84,PL-VAN-LOG-L2-008,Chặng 1 — Khởi động,3,Chặng 2 — Nhiều bước,5,Chặng 3 — Câu phân loại,2,v.p1.1 | v.p2.1 | v.voc.1 | v.p2.4 | v.voc.2 | v.voc.3 | v.gra.2 | v.gra.3 | v.gra.1 | v.rhe.1,"Xử lý câu nhiều bước, có bẫy và có yếu tố phân loại — nhóm câu quyết định khoảng cách giữa điểm khá và điểm dẫn đầu. Làm đúng dạng chuẩn mà không cần nhìn gợi ý.","Nhận ra bẫy trước khi mắc, thay vì nhận ra sau khi xem đáp án."
PL-VAN-LOG-L2-010,Phiếu ôn thi,OT,LG-VAN-LOG-L2-010,HD-VAN-LOG,Phiếu ôn thi · Suy luận ngôn ngữ & liên kết ý · Cấp 2,Văn,,Suy luận ngôn ngữ & liên kết ý,1,2,10,11,70%,85%,72,PL-VAN-LOG-L2-009,Chặng 1 — Rà kiến thức,3,Chặng 2 — Trộn dạng,5,Chặng 3 — Mô phỏng đề,2,v.voc.1 | v.gra.1 | v.rhe.1 | v.p2.4 | v.voc.2 | v.voc.3 | v.gra.2 | v.gra.3 | v.lit.1 | v.log.1,"Trộn mọi dạng của chuyên đề theo đúng phân bố của đề thật, để kiểm tra phản xạ nhận diện khi không biết trước dạng bài. Làm đúng dạng chuẩn mà không cần nhìn gợi ý.","Kết quả ở phiếu ôn thi không thấp hơn phiếu kỹ năng — nghĩa là bạn nhận dạng được, không chỉ giải được."
PL-VAN-LOG-L2-011,Phiếu lý thuyết,LT,LG-VAN-LOG-L2-011,HD-VAN-LOG,Phiếu lý thuyết · Suy luận ngôn ngữ & liên kết ý · Cấp 2,Văn,,Suy luận ngôn ngữ & liên kết ý,1,2,10,15,70%,85%,48,PL-VAN-LOG-L2-010,Chặng 1 — Khái niệm,3,Chặng 2 — Công thức,5,Chặng 3 — Điều kiện & ngoại lệ,2,v.lit.2 | v.log.1 | v.p1.2 | v.voc.3 | v.gra.2 | v.gra.3 | v.rhe.2 | v.lit.3 | v.voc.1 | v.gra.1,"Kiểm tra và chốt lại phần nền: định nghĩa, công thức, điều kiện áp dụng. Không phải để làm khó, mà để không còn chỗ hổng nào ở tầng dưới cùng. Làm đúng dạng chuẩn mà không cần nhìn gợi ý.",Viết lại được công thức và nêu được điều kiện áp dụng mà không cần nhìn tài liệu.
PL-VAN-LOG-L2-012,Phiếu dạng bài & đọc vị,DB,LG-VAN-LOG-L2-012,HD-VAN-LOG,Phiếu dạng bài & đọc vị · Suy luận ngôn ngữ & liên kết ý · Cấp 2,Văn,,Suy luận ngôn ngữ & liên kết ý,1,2,10,13,70%,85%,60,PL-VAN-LOG-L2-011,Chặng 1 — Dấu hiệu nhận biết,3,Chặng 2 — Phân loại dạng,5,Chặng 3 — Dạng lai & dễ nhầm,2,v.p1.3 | v.p1.5 | v.p2.2 | v.rhe.2 | v.lit.3 | v.lit.4 | v.log.2 | v.p1.4 | v.lit.2 | v.log.1,Rèn phản xạ nhìn đề là biết dạng. Đây là mắt xích bị bỏ qua nhiều nhất: người học biết cách giải nhưng không nhận ra khi nào thì dùng cách nào. Làm đúng dạng chuẩn mà không cần nhìn gợi ý.,Đọc xong đề trong 10 giây là nói được đây là dạng gì và sẽ đi theo hướng nào.
PL-VAN-LOG-L2-013,Phiếu kỹ năng & phương pháp,KN,LG-VAN-LOG-L2-013,HD-VAN-LOG,Phiếu kỹ năng & phương pháp · Suy luận ngôn ngữ & liên kết ý · Cấp 2,Văn,,Suy luận ngôn ngữ & liên kết ý,1,2,10,12,70%,85%,66,PL-VAN-LOG-L2-012,Chặng 1 — Quy trình chuẩn,3,Chặng 2 — Luyện thành thạo,5,Chặng 3 — Rút gọn thao tác,2,v.p2.4 | v.voc.2 | v.voc.3 | v.log.2 | v.p1.4 | v.p2.3 | v.p2.5 | v.p1.1 | v.lit.3 | v.lit.4,"Chuẩn hóa quy trình giải: đi đúng thứ tự bước, không bỏ bước, và rút gọn được thao tác thừa. Làm đúng dạng chuẩn mà không cần nhìn gợi ý.",Làm được trong thời gian mục tiêu mà không phải nghĩ xem bước tiếp theo là gì.
PL-VAN-LOG-L2-014,Phiếu thi,PT,LG-VAN-LOG-L2-014,HD-VAN-LOG,Phiếu thi · Suy luận ngôn ngữ & liên kết ý · Cấp 2,Văn,,Suy luận ngôn ngữ & liên kết ý,1,2,10,10,70%,90%,108,PL-VAN-LOG-L2-013,Chặng 1 — Phần dễ ăn điểm,3,Chặng 2 — Phần lõi,5,Chặng 3 — Phần phân loại,2,v.gra.3 | v.rhe.2 | v.lit.1 | v.lit.2 | v.log.1 | v.p1.2 | v.p1.3 | v.p1.5 | v.p1.1 | v.p2.1,"Bài kiểm tra chốt chuyên đề ở cấp độ này, làm trong điều kiện thời gian như phòng thi. Làm đúng dạng chuẩn mà không cần nhìn gợi ý.","Đạt 90% trong đúng thời gian quy định, không cần đến phút bù."
