Mã nhiệm vụ,Phiếu luyện,Tiêu đề,Phần thi,Chuyên đề,Giai đoạn,Cấp độ,Dạng,Điểm KN,Lời giao việc,Ràng buộc
NV-0993,PL-VAN-GRA-L3-002,Phiếu dạng bài & đọc vị: Ngữ pháp & lỗi sai trong câu — cấp 3,Văn,Ngữ pháp & lỗi sai trong câu,2,3,Phiếu dạng bài & đọc vị,90,"Hoàn thành 12 câu chuyên đề ""Ngữ pháp & lỗi sai trong câu"" trong khoảng 17 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 9 câu là hoàn thành; đúng từ 11 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 3: Ghép nhiều bước và tránh các bẫy quen thuộc.","Với mỗi câu, gọi tên dạng bài trong đầu TRƯỚC khi tính. Nếu không gọi được tên, đó là câu cần đánh dấu."
NV-0994,PL-VAN-GRA-L3-003,Phiếu kỹ năng & phương pháp: Ngữ pháp & lỗi sai trong câu — cấp 3,Văn,Ngữ pháp & lỗi sai trong câu,2,3,Phiếu kỹ năng & phương pháp,99,"Hoàn thành 12 câu chuyên đề ""Ngữ pháp & lỗi sai trong câu"" trong khoảng 15 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 9 câu là hoàn thành; đúng từ 11 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 3: Ghép nhiều bước và tránh các bẫy quen thuộc.",Làm đủ ba chặng trong một lượt. Ghi ra quy trình từng bước ở chặng 1 rồi bám theo đúng quy trình đó.
NV-0995,PL-VAN-GRA-L3-004,Phiếu luyện nâng cao: Ngữ pháp & lỗi sai trong câu — cấp 3,Văn,Ngữ pháp & lỗi sai trong câu,2,3,Phiếu luyện nâng cao,126,"Hoàn thành 12 câu chuyên đề ""Ngữ pháp & lỗi sai trong câu"" trong khoảng 15 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 9 câu là hoàn thành; đúng từ 11 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 3: Ghép nhiều bước và tránh các bẫy quen thuộc.",Đạt từ 85% mới tính là vượt. Mỗi câu sai bắt buộc đọc phần bẫy trong phiếu lời giải.
NV-0996,PL-VAN-GRA-L3-005,Phiếu ôn thi: Ngữ pháp & lỗi sai trong câu — cấp 3,Văn,Ngữ pháp & lỗi sai trong câu,2,3,Phiếu ôn thi,108,"Hoàn thành 12 câu chuyên đề ""Ngữ pháp & lỗi sai trong câu"" trong khoảng 14 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 9 câu là hoàn thành; đúng từ 11 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 3: Ghép nhiều bước và tránh các bẫy quen thuộc.",Không xem lại lý thuyết trong lúc làm. Sai ở đâu thì đó chính là chỗ chưa chắc thật.
NV-0997,PL-VAN-GRA-L3-006,Phiếu lý thuyết: Ngữ pháp & lỗi sai trong câu — cấp 3,Văn,Ngữ pháp & lỗi sai trong câu,2,3,Phiếu lý thuyết,72,"Hoàn thành 12 câu chuyên đề ""Ngữ pháp & lỗi sai trong câu"" trong khoảng 20 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 9 câu là hoàn thành; đúng từ 11 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 3: Ghép nhiều bước và tránh các bẫy quen thuộc.",Không giới hạn thời gian. Sai câu nào thì đọc ngay phần lý thuyết của câu đó trước khi đi tiếp.
NV-0998,PL-VAN-GRA-L3-007,Phiếu dạng bài & đọc vị: Ngữ pháp & lỗi sai trong câu — cấp 3,Văn,Ngữ pháp & lỗi sai trong câu,2,3,Phiếu dạng bài & đọc vị,90,"Hoàn thành 12 câu chuyên đề ""Ngữ pháp & lỗi sai trong câu"" trong khoảng 17 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 9 câu là hoàn thành; đúng từ 11 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 3: Ghép nhiều bước và tránh các bẫy quen thuộc.","Với mỗi câu, gọi tên dạng bài trong đầu TRƯỚC khi tính. Nếu không gọi được tên, đó là câu cần đánh dấu."
NV-0999,PL-VAN-GRA-L3-008,Phiếu kỹ năng & phương pháp: Ngữ pháp & lỗi sai trong câu — cấp 3,Văn,Ngữ pháp & lỗi sai trong câu,2,3,Phiếu kỹ năng & phương pháp,99,"Hoàn thành 12 câu chuyên đề ""Ngữ pháp & lỗi sai trong câu"" trong khoảng 15 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 9 câu là hoàn thành; đúng từ 11 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 3: Ghép nhiều bước và tránh các bẫy quen thuộc.",Làm đủ ba chặng trong một lượt. Ghi ra quy trình từng bước ở chặng 1 rồi bám theo đúng quy trình đó.
NV-1000,PL-VAN-GRA-L3-009,Phiếu luyện nâng cao: Ngữ pháp & lỗi sai trong câu — cấp 3,Văn,Ngữ pháp & lỗi sai trong câu,2,3,Phiếu luyện nâng cao,126,"Hoàn thành 12 câu chuyên đề ""Ngữ pháp & lỗi sai trong câu"" trong khoảng 15 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 9 câu là hoàn thành; đúng từ 11 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 3: Ghép nhiều bước và tránh các bẫy quen thuộc.",Đạt từ 85% mới tính là vượt. Mỗi câu sai bắt buộc đọc phần bẫy trong phiếu lời giải.
NV-1001,PL-VAN-GRA-L3-010,Phiếu ôn thi: Ngữ pháp & lỗi sai trong câu — cấp 3,Văn,Ngữ pháp & lỗi sai trong câu,2,3,Phiếu ôn thi,108,"Hoàn thành 12 câu chuyên đề ""Ngữ pháp & lỗi sai trong câu"" trong khoảng 14 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 9 câu là hoàn thành; đúng từ 11 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 3: Ghép nhiều bước và tránh các bẫy quen thuộc.",Không xem lại lý thuyết trong lúc làm. Sai ở đâu thì đó chính là chỗ chưa chắc thật.
NV-1002,PL-VAN-GRA-L3-011,Phiếu lý thuyết: Ngữ pháp & lỗi sai trong câu — cấp 3,Văn,Ngữ pháp & lỗi sai trong câu,2,3,Phiếu lý thuyết,72,"Hoàn thành 12 câu chuyên đề ""Ngữ pháp & lỗi sai trong câu"" trong khoảng 20 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 9 câu là hoàn thành; đúng từ 11 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 3: Ghép nhiều bước và tránh các bẫy quen thuộc.",Không giới hạn thời gian. Sai câu nào thì đọc ngay phần lý thuyết của câu đó trước khi đi tiếp.
NV-1003,PL-VAN-GRA-L3-012,Phiếu dạng bài & đọc vị: Ngữ pháp & lỗi sai trong câu — cấp 3,Văn,Ngữ pháp & lỗi sai trong câu,2,3,Phiếu dạng bài & đọc vị,90,"Hoàn thành 12 câu chuyên đề ""Ngữ pháp & lỗi sai trong câu"" trong khoảng 17 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 9 câu là hoàn thành; đúng từ 11 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 3: Ghép nhiều bước và tránh các bẫy quen thuộc.","Với mỗi câu, gọi tên dạng bài trong đầu TRƯỚC khi tính. Nếu không gọi được tên, đó là câu cần đánh dấu."
NV-1004,PL-VAN-GRA-L3-013,Phiếu kỹ năng & phương pháp: Ngữ pháp & lỗi sai trong câu — cấp 3,Văn,Ngữ pháp & lỗi sai trong câu,2,3,Phiếu kỹ năng & phương pháp,99,"Hoàn thành 12 câu chuyên đề ""Ngữ pháp & lỗi sai trong câu"" trong khoảng 15 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 9 câu là hoàn thành; đúng từ 11 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 3: Ghép nhiều bước và tránh các bẫy quen thuộc.",Làm đủ ba chặng trong một lượt. Ghi ra quy trình từng bước ở chặng 1 rồi bám theo đúng quy trình đó.
NV-1005,PL-VAN-GRA-L3-014,Phiếu luyện nâng cao: Ngữ pháp & lỗi sai trong câu — cấp 3,Văn,Ngữ pháp & lỗi sai trong câu,2,3,Phiếu luyện nâng cao,126,"Hoàn thành 12 câu chuyên đề ""Ngữ pháp & lỗi sai trong câu"" trong khoảng 15 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 9 câu là hoàn thành; đúng từ 11 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 3: Ghép nhiều bước và tránh các bẫy quen thuộc.",Đạt từ 85% mới tính là vượt. Mỗi câu sai bắt buộc đọc phần bẫy trong phiếu lời giải.
NV-1006,PL-VAN-GRA-L3-015,Phiếu ôn thi: Ngữ pháp & lỗi sai trong câu — cấp 3,Văn,Ngữ pháp & lỗi sai trong câu,2,3,Phiếu ôn thi,108,"Hoàn thành 12 câu chuyên đề ""Ngữ pháp & lỗi sai trong câu"" trong khoảng 14 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 9 câu là hoàn thành; đúng từ 11 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 3: Ghép nhiều bước và tránh các bẫy quen thuộc.",Không xem lại lý thuyết trong lúc làm. Sai ở đâu thì đó chính là chỗ chưa chắc thật.
NV-1007,PL-VAN-GRA-L3-016,Phiếu lý thuyết: Ngữ pháp & lỗi sai trong câu — cấp 3,Văn,Ngữ pháp & lỗi sai trong câu,2,3,Phiếu lý thuyết,72,"Hoàn thành 12 câu chuyên đề ""Ngữ pháp & lỗi sai trong câu"" trong khoảng 20 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 9 câu là hoàn thành; đúng từ 11 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 3: Ghép nhiều bước và tránh các bẫy quen thuộc.",Không giới hạn thời gian. Sai câu nào thì đọc ngay phần lý thuyết của câu đó trước khi đi tiếp.
NV-1008,PL-VAN-GRA-L3-017,Phiếu dạng bài & đọc vị: Ngữ pháp & lỗi sai trong câu — cấp 3,Văn,Ngữ pháp & lỗi sai trong câu,2,3,Phiếu dạng bài & đọc vị,90,"Hoàn thành 12 câu chuyên đề ""Ngữ pháp & lỗi sai trong câu"" trong khoảng 17 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 9 câu là hoàn thành; đúng từ 11 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 3: Ghép nhiều bước và tránh các bẫy quen thuộc.","Với mỗi câu, gọi tên dạng bài trong đầu TRƯỚC khi tính. Nếu không gọi được tên, đó là câu cần đánh dấu."
NV-1009,PL-VAN-GRA-L3-018,Phiếu kỹ năng & phương pháp: Ngữ pháp & lỗi sai trong câu — cấp 3,Văn,Ngữ pháp & lỗi sai trong câu,2,3,Phiếu kỹ năng & phương pháp,99,"Hoàn thành 12 câu chuyên đề ""Ngữ pháp & lỗi sai trong câu"" trong khoảng 15 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 9 câu là hoàn thành; đúng từ 11 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 3: Ghép nhiều bước và tránh các bẫy quen thuộc.",Làm đủ ba chặng trong một lượt. Ghi ra quy trình từng bước ở chặng 1 rồi bám theo đúng quy trình đó.
NV-1010,PL-VAN-GRA-L3-019,Phiếu luyện nâng cao: Ngữ pháp & lỗi sai trong câu — cấp 3,Văn,Ngữ pháp & lỗi sai trong câu,2,3,Phiếu luyện nâng cao,126,"Hoàn thành 12 câu chuyên đề ""Ngữ pháp & lỗi sai trong câu"" trong khoảng 15 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 9 câu là hoàn thành; đúng từ 11 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 3: Ghép nhiều bước và tránh các bẫy quen thuộc.",Đạt từ 85% mới tính là vượt. Mỗi câu sai bắt buộc đọc phần bẫy trong phiếu lời giải.
NV-1011,PL-VAN-GRA-L3-020,Phiếu ôn thi: Ngữ pháp & lỗi sai trong câu — cấp 3,Văn,Ngữ pháp & lỗi sai trong câu,2,3,Phiếu ôn thi,108,"Hoàn thành 12 câu chuyên đề ""Ngữ pháp & lỗi sai trong câu"" trong khoảng 14 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 9 câu là hoàn thành; đúng từ 11 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 3: Ghép nhiều bước và tránh các bẫy quen thuộc.",Không xem lại lý thuyết trong lúc làm. Sai ở đâu thì đó chính là chỗ chưa chắc thật.
NV-1012,PL-VAN-GRA-L3-021,Phiếu thi: Ngữ pháp & lỗi sai trong câu — cấp 3,Văn,Ngữ pháp & lỗi sai trong câu,2,3,Phiếu thi,162,"Hoàn thành 12 câu chuyên đề ""Ngữ pháp & lỗi sai trong câu"" trong khoảng 13 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 9 câu là hoàn thành; đúng từ 11 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 3: Ghép nhiều bước và tránh các bẫy quen thuộc.",Phải đạt từ 90% để mở khóa cấp độ tiếp theo của tuyến này. Không tạm dừng giữa chừng.
NV-1013,PL-VAN-GRA-L4-001,Phiếu lý thuyết: Ngữ pháp & lỗi sai trong câu — cấp 4,Văn,Ngữ pháp & lỗi sai trong câu,2,4,Phiếu lý thuyết,96,"Hoàn thành 12 câu chuyên đề ""Ngữ pháp & lỗi sai trong câu"" trong khoảng 17 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 9 câu là hoàn thành; đúng từ 11 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 4: Giữ độ chính xác khi thời gian bắt đầu siết lại.",Không giới hạn thời gian. Sai câu nào thì đọc ngay phần lý thuyết của câu đó trước khi đi tiếp.
NV-1014,PL-VAN-GRA-L4-002,Phiếu dạng bài & đọc vị: Ngữ pháp & lỗi sai trong câu — cấp 4,Văn,Ngữ pháp & lỗi sai trong câu,2,4,Phiếu dạng bài & đọc vị,120,"Hoàn thành 12 câu chuyên đề ""Ngữ pháp & lỗi sai trong câu"" trong khoảng 15 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 9 câu là hoàn thành; đúng từ 11 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 4: Giữ độ chính xác khi thời gian bắt đầu siết lại.","Với mỗi câu, gọi tên dạng bài trong đầu TRƯỚC khi tính. Nếu không gọi được tên, đó là câu cần đánh dấu."
NV-1015,PL-VAN-GRA-L4-003,Phiếu kỹ năng & phương pháp: Ngữ pháp & lỗi sai trong câu — cấp 4,Văn,Ngữ pháp & lỗi sai trong câu,2,4,Phiếu kỹ năng & phương pháp,132,"Hoàn thành 12 câu chuyên đề ""Ngữ pháp & lỗi sai trong câu"" trong khoảng 13 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 9 câu là hoàn thành; đúng từ 11 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 4: Giữ độ chính xác khi thời gian bắt đầu siết lại.",Làm đủ ba chặng trong một lượt. Ghi ra quy trình từng bước ở chặng 1 rồi bám theo đúng quy trình đó.
NV-1016,PL-VAN-GRA-L4-004,Phiếu luyện nâng cao: Ngữ pháp & lỗi sai trong câu — cấp 4,Văn,Ngữ pháp & lỗi sai trong câu,2,4,Phiếu luyện nâng cao,168,"Hoàn thành 12 câu chuyên đề ""Ngữ pháp & lỗi sai trong câu"" trong khoảng 13 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 9 câu là hoàn thành; đúng từ 11 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 4: Giữ độ chính xác khi thời gian bắt đầu siết lại.",Đạt từ 85% mới tính là vượt. Mỗi câu sai bắt buộc đọc phần bẫy trong phiếu lời giải.
NV-1017,PL-VAN-GRA-L4-005,Phiếu ôn thi: Ngữ pháp & lỗi sai trong câu — cấp 4,Văn,Ngữ pháp & lỗi sai trong câu,2,4,Phiếu ôn thi,144,"Hoàn thành 12 câu chuyên đề ""Ngữ pháp & lỗi sai trong câu"" trong khoảng 12 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 9 câu là hoàn thành; đúng từ 11 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 4: Giữ độ chính xác khi thời gian bắt đầu siết lại.",Không xem lại lý thuyết trong lúc làm. Sai ở đâu thì đó chính là chỗ chưa chắc thật.
NV-1018,PL-VAN-GRA-L4-006,Phiếu lý thuyết: Ngữ pháp & lỗi sai trong câu — cấp 4,Văn,Ngữ pháp & lỗi sai trong câu,2,4,Phiếu lý thuyết,96,"Hoàn thành 12 câu chuyên đề ""Ngữ pháp & lỗi sai trong câu"" trong khoảng 17 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 9 câu là hoàn thành; đúng từ 11 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 4: Giữ độ chính xác khi thời gian bắt đầu siết lại.",Không giới hạn thời gian. Sai câu nào thì đọc ngay phần lý thuyết của câu đó trước khi đi tiếp.
